ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2020,2020-08-20,4,Arena da Baixada,Caio Max Augusto Vieira,0,42372,Athletico-PR,Palmeiras,Dorival Júnior,Vanderlei Luxemburgo,6,13,19450000,33450000,25.3,28.0,0,1,0,0,5,7,20,19,18,19,2,0,0,2,6,10,5,6
2020,2020-09-09,9,Arena da Baixada,Vinicius Gonçalves Dias Araujo,0,42372,Athletico-PR,Botafogo,Eduardo Barros,Paulo Autuori,11,16,13250000,9400000,29.1,26.9,1,1,0,0,7,3,19,10,8,17,4,2,3,2,17,12,9,5
2020,2020-09-12,10,Arena da Baixada,Jean Pierre Goncalves Lima,0,42372,Athletico-PR,Coritiba FC,,,11,18,,,,,1,0,1,0,9,6,21,12,12,21,1,1,3,3,10,5,6,2
2020,2020-09-27,12,Arena da Baixada,Ricardo Marques Ribeiro,0,42372,Athletico-PR,EC Bahia,Eduardo Barros,Mano Menezes,10,16,17800000,14150000,25.8,27.1,1,0,0,0,1,6,20,11,10,19,4,3,2,4,13,14,8,6
2020,2020-10-09,14,Arena da Baixada,Wilton Sampaio,0,42372,Athletico-PR,Ceará SC,Eduardo Barros,Guto Ferreira,10,14,18200000,7000000,26.8,31.9,0,0,0,0,3,3,11,12,12,10,4,1,2,2,13,13,7,6
2020,2020-10-15,16,Arena da Baixada,Savio Pereira Sampaio,0,42372,Athletico-PR,Corinthians,Eduardo Barros,Vágner Mancini,12,17,20500000,33000000,25.3,26.2,0,1,0,0,8,2,18,14,13,18,5,9,2,1,15,13,4,5
2020,2020-10-25,18,Arena da Baixada,Flavio Rodrigues de Souza,0,42372,Athletico-PR,Grêmio,Paulo Autuori,Renato Gaúcho,15,8,20800000,16350000,27.1,27.7,1,2,1,0,4,2,15,11,10,15,1,0,1,1,5,8,4,6
2020,2020-11-21,22,Arena da Baixada,Marcelo de Lima Henrique,0,42372,Athletico-PR,Santos FC,Paulo Autuori,Cuca,10,7,19500000,7000000,25.5,24.1,1,0,0,0,9,2,22,13,13,22,4,3,2,1,13,6,5,2
2020,2020-12-27,27,Arena da Baixada,Jean Pierre Goncalves Lima,0,42372,Athletico-PR,Vasco da Gama,Paulo Autuori,Ricardo Sá Pinto,12,16,21500000,11350000,26.8,28.1,3,0,2,0,6,5,14,11,10,14,4,5,1,3,16,11,6,5
2020,2021-01-17,30,Arena da Baixada,Wilton Sampaio,0,42372,Athletico-PR,São Paulo,Paulo Autuori,Fernando Diniz,11,1,20600000,29800000,27.1,28.1,1,1,1,0,1,3,10,14,14,10,1,2,0,8,8,9,2,4
2020,2021-02-05,34,Arena da Baixada,Ricardo Marques Ribeiro,0,42372,Athletico-PR,Internacional,Paulo Autuori,Abel Braga,9,1,20300000,24200000,28.9,27.2,0,0,0,0,3,2,15,20,20,13,1,4,2,1,12,5,8,3
2020,2021-02-14,36,Arena da Baixada,Wagner do Nascimento Magalhães,0,42372,Athletico-PR,Atlético-GO,Paulo Autuori,Marcelo Cabo,11,13,25400000,9750000,27.1,26.3,2,1,0,0,7,4,14,9,9,14,3,1,4,3,8,11,5,6
2020,2021-02-26,38,Arena da Baixada,Flavio Rodrigues de Souza,0,42372,Athletico-PR,Sport Recife,Paulo Autuori,Jair Ventura,9,14,26050000,7850000,27.2,27.8,2,0,1,0,8,5,15,10,9,15,4,6,2,2,18,15,8,6
2020,2020-08-12,2,Estádio Olímpico Pedro Ludovico Teixeira,Luiz Flávio de Oliveira,0,13000,Atlético-GO,Flamengo,Vágner Mancini,Domènec Torrent,13,16,6230000,66000000,26.2,28.4,3,0,2,0,11,5,15,19,19,15,3,4,2,1,13,8,5,3
2020,2020-08-17,3,Estádio Olímpico Pedro Ludovico Teixeira,Grazianni Maciel Rocha,0,13500,Atlético-GO,Sport Recife,Vágner Mancini,Daniel Paulista,6,9,6230000,7480000,26.2,27.9,1,1,1,0,4,9,13,15,15,12,3,3,0,2,10,15,5,8
2020,2020-08-30,6,Estádio Antonio Accioly,Igor Junior Benevenuto,0,13000,Atlético-GO,Ceará SC,Vágner Mancini,Guto Ferreira,15,19,6230000,5600000,26.3,28.6,0,2,0,0,4,4,16,11,10,16,3,4,1,2,14,13,8,2
2020,2020-09-20,11,Estádio Antonio Accioly,Edina Alves Batista,0,13000,Atlético-GO,Atlético-MG,Vágner Mancini,Jorge Sampaoli,12,2,8250000,31900000,24.9,26.8,3,4,1,0,6,4,16,14,14,16,4,6,1,4,15,14,3,4
2020,2020-10-18,17,Estádio Antonio Accioly,Pablo Ramón Goncalves Pinheiro,0,13000,Atlético-GO,Athletico-PR,Eduardo Souza,Eduardo Barros,10,14,9600000,21250000,25.4,25.4,1,1,1,0,2,11,10,20,20,8,5,0,1,2,11,18,8,8
2020,2020-11-08,20,Estádio Antonio Accioly,Jean Pierre Goncalves Lima,0,13000,Atlético-GO,Corinthians,Eduardo Souza,Vágner Mancini,14,12,5700000,27600000,25.9,28.7,1,1,1,0,7,3,22,25,25,17,1,4,2,2,15,6,6,3
2020,2020-11-29,23,Estádio Antonio Accioly,Ramon Abatti,0,13000,Atlético-GO,Internacional,Marcelo Cabo,Abel Braga,12,5,7850000,24250000,26.0,29.2,0,0,0,0,8,9,20,18,17,19,6,0,5,4,9,17,3,8
2020,2020-12-17,26,Estádio Antonio Accioly,Rodrigo D,0,13000,Atlético-GO,Fluminense,Marcelo Cabo,Marcão,12,7,7350000,19200000,26.1,28.5,2,1,1,0,11,6,18,18,17,16,1,3,0,0,11,5,3,1
2020,2021-01-08,28,Estádio Antonio Accioly,Savio Pereira Sampaio,0,13000,Atlético-GO,Vasco da Gama,Marcelo Cabo,Vanderlei Luxemburgo,12,16,7100000,22000000,26.8,28.5,0,0,0,0,3,4,19,17,16,19,6,2,2,2,8,15,4,6
2020,2021-01-10,29,Estádio Antonio Accioly,Anderson Daronco,0,13000,Atlético-GO,EC Bahia,Marcelo Cabo,Dado Cavalcanti,12,17,6400000,6730000,26.3,26.0,1,1,1,0,6,6,20,18,15,20,3,4,3,1,13,16,5,4
2020,2021-01-24,32,Estádio Antonio Accioly,Rafael Traci,0,13000,Atlético-GO,Fortaleza,Marcelo Cabo,Enderson Moreira,13,15,9050000,7200000,25.3,29.0,2,0,1,0,5,5,12,13,13,10,3,1,0,2,7,11,2,4
2020,2021-02-07,35,Estádio Antonio Accioly,Marcelo de Lima Henrique,0,13000,Atlético-GO,Santos FC,Marcelo Cabo,Cuca,13,8,7500000,30200000,25.0,25.2,1,1,1,0,0,10,18,13,13,16,2,2,1,4,8,18,5,11
2020,2021-02-26,38,Estádio Antonio Accioly,Edina Alves Batista,0,13000,Atlético-GO,Coritiba FC,Marcelo Cabo,Gustavo Morínigo,13,19,5730000,2930000,26.6,24.5,3,1,3,0,7,4,8,9,9,8,0,4,1,1,18,9,8,8
2020,2020-08-16,3,Estádio Governador Magalhães Pinto,Savio Pereira Sampaio,0,57000,Atlético-MG,Ceará SC,Jorge Sampaoli,Guto Ferreira,4,12,18600000,5930000,26.5,29.7,2,0,0,0,4,0,14,15,12,12,1,3,2,1,11,13,3,7
2020,2020-09-04,7,Estádio Raimundo Sampaio,Jean Pierre Goncalves Lima,0,23018,Atlético-MG,São Paulo,Jorge Sampaoli,Fernando Diniz,9,2,20900000,17400000,27.3,25.8,3,0,2,0,5,3,18,11,10,16,4,5,3,1,14,13,3,7
2020,2020-09-13,10,Estádio Raimundo Sampaio,Ramon Abatti,0,23018,Atlético-MG,RB Bragantino,Jorge Sampaoli,Maurício Barbieri,5,19,30500000,17580000,25.9,26.2,2,1,1,0,8,3,13,18,18,12,3,5,5,0,14,12,5,6
2020,2020-09-27,12,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,0,23018,Atlético-MG,Grêmio,Jorge Sampaoli,Renato Gaúcho,1,8,32600000,42600000,25.9,28.4,3,1,1,0,9,4,20,11,10,20,3,3,0,0,20,9,7,5
2020,2020-10-11,15,Estádio Governador Magalhães Pinto,Vinicius Gonçalves Dias Araujo,0,57018,Atlético-MG,Goiás EC,Jorge Sampaoli,Enderson Moreira,1,20,27800000,9200000,26.5,26.7,3,0,2,0,8,1,14,11,11,13,3,8,4,1,23,4,8,0
2020,2020-10-25,18,Estádio Governador Magalhães Pinto,Paulo Roberto Alves Júnior,0,57000,Atlético-MG,Sport Recife,Jorge Sampaoli,Jair Ventura,3,11,31100000,7350000,26.9,29.6,0,0,0,0,13,4,10,11,11,7,0,9,2,1,26,3,11,3
2020,2020-11-08,20,Estádio Governador Magalhães Pinto,Savio Pereira Sampaio,0,57000,Atlético-MG,Flamengo,Jorge Sampaoli,Domènec Torrent,4,3,32400000,51750000,26.8,27.0,4,0,2,0,2,7,21,13,12,19,5,1,1,1,9,13,4,5
2020,2020-11-26,23,Estádio Governador Magalhães Pinto,Savio Pereira Sampaio,0,57000,Atlético-MG,Botafogo,Jorge Sampaoli,Emiliano Ramón Díaz,2,19,35500000,10330000,26.3,25.9,2,1,1,0,10,2,25,19,19,23,2,4,2,4,11,4,5,1
2020,2020-12-26,27,Estádio Governador Magalhães Pinto,Dyorgines Jose Padovani,0,57000,Atlético-MG,Coritiba FC,Jorge Sampaoli,Pachequinho,3,19,42500000,8200000,27.5,28.7,2,0,0,0,13,3,15,13,12,15,3,7,0,2,25,7,7,4
2020,2021-01-27,28,Estádio Governador Magalhães Pinto,Paulo Roberto Alves Júnior,0,57000,Atlético-MG,Santos FC,Jorge Sampaoli,Cuca,3,8,30300000,7300000,27.7,24.1,2,0,2,0,4,2,10,14,13,10,3,3,1,0,10,5,1,2
2020,2021-01-17,30,Estádio Governador Magalhães Pinto,Braulio da Silva Machado,0,57000,Atlético-MG,Atlético-GO,Jorge Sampaoli,Marcelo Cabo,2,12,29800000,6850000,27.8,26.1,3,1,2,0,10,9,13,14,13,13,2,3,0,2,22,13,10,5
2020,2021-01-31,33,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,0,57000,Atlético-MG,Fortaleza,Jorge Sampaoli,Enderson Moreira,4,17,31100000,6730000,27.6,28.8,2,0,0,0,5,1,16,15,13,15,1,3,3,2,12,4,5,2
2020,2021-02-13,36,Estádio Governador Magalhães Pinto,Raphael Claus,0,57000,Atlético-MG,EC Bahia,Jorge Sampaoli,Dado Cavalcanti,3,16,34200000,6750000,26.9,27.9,1,1,1,0,6,2,10,9,9,10,4,3,1,1,21,13,6,4
2020,2021-02-26,38,Estádio Governador Magalhães Pinto,Héber Lopes,0,57000,Atlético-MG,Palmeiras,Jorge Sampaoli,Abel Ferreira,3,7,43000000,18330000,26.1,23.8,2,0,0,0,5,4,22,17,17,21,4,6,5,1,19,9,7,4
2020,2020-08-21,4,Estádio Adelmar da Costa Carvalho,Jose Mendonça,0,35000,Sport Recife,Santos FC,Daniel Paulista,Cuca,11,9,6930000,24750000,26.9,27.0,0,1,0,0,4,5,23,17,17,22,4,5,1,1,11,16,3,10
2020,2020-09-07,8,Estádio Adelmar da Costa Carvalho,Vinicius Gomes,0,35000,Sport Recife,Goiás EC,Jair Ventura,Thiago Larghi,15,20,6130000,8130000,27.5,26.5,2,1,0,0,9,4,18,17,15,16,4,4,1,0,17,10,6,5
2020,2020-09-21,11,Estádio Adelmar da Costa Carvalho,Leandro Pedro Vuaden,0,35000,Sport Recife,Fluminense,Jair Ventura,Odair Hellmann,15,10,6850000,11600000,28.0,26.8,1,0,1,0,5,8,10,9,9,8,4,2,3,3,8,18,2,9
2020,2020-09-24,12,Estádio Adelmar da Costa Carvalho,Wilton Sampaio,0,35000,Sport Recife,Corinthians,Jair Ventura,Coelho,12,14,8500000,23500000,29.7,27.4,1,0,1,0,3,8,11,15,14,11,2,1,1,2,9,16,3,8
2020,2020-11-01,19,Estádio Adelmar da Costa Carvalho,Jefferson Ferreira Moraes,0,35000,Sport Recife,Athletico-PR,Jair Ventura,Paulo Autuori,13,16,8300000,15400000,28.9,26.0,1,0,0,0,2,5,17,15,15,16,2,2,3,3,11,12,4,7
2020,2020-11-23,22,Estádio Adelmar da Costa Carvalho,Edina Alves Batista,0,35000,Sport Recife,Atlético-GO,Jair Ventura,Marcelo Cabo,11,16,8250000,7600000,29.0,25.3,0,1,0,0,10,5,17,16,14,16,3,1,1,2,11,12,5,6
2020,2020-12-13,25,Estádio Adelmar da Costa Carvalho,Marcelo de Lima Henrique,0,35000,Sport Recife,Coritiba FC,Jair Ventura,Rodrigo Santana,16,18,7900000,8300000,27.5,29.9,1,0,1,0,7,6,20,14,12,16,3,5,0,0,20,14,9,6
2020,2020-12-19,26,Estádio Adelmar da Costa Carvalho,Jose Mendonça,0,35000,Sport Recife,Grêmio,Jair Ventura,Renato Gaúcho,15,6,7900000,51050000,27.5,28.0,1,1,1,0,3,7,21,9,9,19,0,1,2,2,9,13,5,5
2020,2021-01-06,28,Estádio Adelmar da Costa Carvalho,Flavio Rodrigues de Souza,0,35000,Sport Recife,Fortaleza,Jair Ventura,Marcelo Chamusca,15,14,7950000,7000000,28.0,30.6,1,0,1,0,4,8,14,12,11,13,1,0,0,1,6,17,2,9
2020,2021-01-24,32,Estádio Adelmar da Costa Carvalho,Raphael Claus,0,35000,Sport Recife,EC Bahia,Jair Ventura,Dado Cavalcanti,17,14,8200000,7250000,28.3,27.4,2,0,0,0,10,3,16,8,8,14,2,4,5,1,18,9,4,5
2020,2021-02-16,36,Estádio Adelmar da Costa Carvalho,Leandro Pedro Vuaden,0,35000,Sport Recife,RB Bragantino,Jair Ventura,Maurício Barbieri,14,10,6900000,26350000,27.7,25.6,0,0,0,0,1,15,8,10,10,8,6,1,0,1,4,22,3,10
2020,2020-08-14,2,Estádio Beira-Rio,Marcelo de Lima Henrique,0,56000,Internacional,Santos FC,Eduardo Coudet,Cuca,6,8,23550000,21650000,29.2,28.3,2,0,0,0,9,4,28,14,13,26,1,5,2,2,25,6,13,3
2020,2020-08-20,4,Estádio Beira-Rio,Wagner Reway,0,56000,Internacional,Atlético-GO,Eduardo Coudet,Vágner Mancini,5,7,14700000,6550000,26.4,27.5,3,0,0,0,4,3,19,17,16,16,1,2,1,2,11,7,3,5
2020,2020-08-23,5,Estádio Beira-Rio,Luiz Flávio de Oliveira,0,56000,Internacional,Atlético-MG,Eduardo Coudet,Jorge Sampaoli,3,4,22400000,19400000,28.2,27.9,1,0,1,0,2,5,20,21,20,19,0,2,3,1,6,11,1,5
2020,2020-09-11,9,Estádio Beira-Rio,Rodrigo D,0,56000,Internacional,Ceará SC,Eduardo Coudet,Guto Ferreira,1,12,24900000,6700000,26.1,28.2,2,0,1,0,10,3,15,16,15,15,0,7,1,1,17,6,7,5
2020,2020-10-18,17,Estádio Beira-Rio,Braulio da Silva Machado,0,56000,Internacional,Vasco da Gama,Eduardo Coudet,Alexandre Grasseli,2,12,25400000,23150000,29.6,27.0,2,0,2,0,6,3,17,11,11,16,4,5,1,0,13,8,4,4
2020,2020-11-08,20,Estádio Beira-Rio,Dyorgines Jose Padovani,0,56000,Internacional,Coritiba FC,Eduardo Coudet,Rodrigo Santana,2,18,27000000,8050000,27.2,28.9,2,2,1,0,9,3,9,13,13,9,1,2,0,2,12,10,3,5
2020,2020-11-22,22,Estádio Beira-Rio,Luiz Flávio de Oliveira,0,56000,Internacional,Fluminense,Abel Braga,Odair Hellmann,3,8,20980000,18300000,27.3,28.5,1,2,1,0,4,4,20,20,18,18,0,3,1,0,13,7,7,3
2020,2020-12-20,26,Estádio Beira-Rio,Savio Pereira Sampaio,0,56000,Internacional,Palmeiras,Abel Braga,Abel Ferreira,5,4,25700000,40300000,27.4,27.3,2,0,1,0,4,8,13,23,23,13,0,2,1,1,12,13,3,10
2020,2021-01-10,29,Estádio Beira-Rio,Edina Alves Batista,0,56000,Internacional,Goiás EC,Abel Braga,Glauber Ramos,4,18,23700000,6850000,27.5,27.7,1,0,1,0,6,2,14,14,14,14,4,2,2,1,10,14,5,5
2020,2021-01-24,32,Estádio Beira-Rio,Luiz Flávio de Oliveira,0,56000,Internacional,Grêmio,Abel Braga,Renato Gaúcho,1,6,25700000,59000000,26.1,29.5,2,1,0,0,6,1,19,15,14,19,2,3,0,1,17,9,5,4
2020,2021-02-26,38,Estádio Beira-Rio,Wilton Sampaio,0,56000,Internacional,Corinthians,Abel Braga,Vágner Mancini,2,10,34200000,24400000,25.5,29.2,0,0,0,0,12,5,13,16,13,12,1,5,6,1,16,6,6,2
2020,2020-08-12,2,Estádio Nabi Abi Chedid,André Luiz de Freitas Castro,0,13212,RB Bragantino,Botafogo,Felipe Tigrão,Paulo Autuori,11,15,11430000,10430000,25.5,25.0,1,1,1,0,11,3,13,8,8,13,2,7,1,1,23,9,12,6
2020,2020-09-06,8,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique,0,13212,RB Bragantino,Palmeiras,Marcinho,Vanderlei Luxemburgo,18,8,9350000,32750000,26.8,26.7,1,2,0,0,5,3,23,12,10,23,2,3,1,2,20,14,8,7
2020,2020-10-04,13,Estádio Nabi Abi Chedid,Edina Alves Batista,0,13212,RB Bragantino,Corinthians,Maurício Barbieri,Coelho,18,15,16780000,33900000,27.5,28.8,0,0,0,0,3,8,18,13,13,17,4,2,1,1,10,12,5,4
2020,2020-10-19,17,Estádio Nabi Abi Chedid,Ricardo Marques Ribeiro,0,13212,RB Bragantino,Sport Recife,Maurício Barbieri,Jair Ventura,19,11,15580000,8600000,26.1,27.7,2,0,0,0,8,6,13,13,12,13,2,2,1,0,18,3,11,0
2020,2020-10-24,18,Estádio Nabi Abi Chedid,Ramon Abatti,0,13212,RB Bragantino,Goiás EC,Maurício Barbieri,Enderson Moreira,19,20,16100000,7830000,27.4,28.4,2,0,1,0,6,4,17,15,14,17,1,3,1,3,14,7,6,5
2020,2020-11-08,20,Estádio Nabi Abi Chedid,Vinicius Furlan,0,13212,RB Bragantino,Santos FC,Maurício Barbieri,Cuca,19,6,22780000,36100000,25.3,24.9,1,1,0,0,5,3,15,20,17,14,0,1,1,1,12,4,6,2
2020,2020-11-20,22,Estádio Nabi Abi Chedid,Anderson Daronco,0,13212,RB Bragantino,EC Bahia,Maurício Barbieri,Mano Menezes,17,9,24050000,11680000,25.5,29.8,4,0,3,0,5,9,16,13,13,16,1,3,0,0,12,8,3,4
2020,2021-01-11,29,Estádio Nabi Abi Chedid,Caio Max Augusto Vieira,0,13212,RB Bragantino,Atlético-MG,Maurício Barbieri,Jorge Sampaoli,13,2,14500000,30300000,25.4,27.4,2,2,1,0,6,6,15,11,10,14,4,2,0,1,11,19,2,7
2020,2021-01-21,31,Estádio Nabi Abi Chedid,Leandro Pedro Vuaden,0,13212,RB Bragantino,Vasco da Gama,Maurício Barbieri,Vanderlei Luxemburgo,12,14,22450000,20350000,25.9,27.9,4,1,1,0,3,3,12,17,16,12,3,5,1,0,20,8,8,3
2020,2021-02-03,34,Estádio Nabi Abi Chedid,Paulo Roberto Alves Júnior,0,13212,RB Bragantino,Atlético-GO,Maurício Barbieri,Marcelo Cabo,13,12,21750000,9350000,26.6,25.8,2,0,0,0,8,3,15,7,6,15,1,8,2,1,20,8,5,7
2020,2021-02-26,38,Estádio Nabi Abi Chedid,Ramon Abatti,0,13212,RB Bragantino,Grêmio,Maurício Barbieri,Renato Gaúcho,11,6,27100000,11100000,27.3,27.1,1,0,0,0,3,7,24,12,12,24,2,5,1,0,19,15,7,12
2020,2020-08-14,2,Estádio São Januário,Rodolpho Toski Marques,0,24584,Vasco da Gama,Sport Recife,Ramon Menezes,Daniel Paulista,10,3,18030000,7000000,27.0,27.2,2,0,2,0,5,8,29,17,16,29,1,4,1,4,9,13,2,8
2020,2020-08-16,3,Estádio São Januário,Wilton Sampaio,0,24584,Vasco da Gama,São Paulo,Ramon Menezes,Fernando Diniz,7,1,16430000,27300000,26.4,28.5,2,1,0,0,3,4,16,15,15,14,4,1,1,1,8,11,5,4
2020,2020-08-23,5,Estádio São Januário,Savio Pereira Sampaio,0,24584,Vasco da Gama,Grêmio,Ramon Menezes,Renato Gaúcho,1,9,18330000,48100000,26.8,27.4,0,0,0,0,6,4,23,17,17,23,4,3,1,0,10,14,6,5
2020,2020-09-06,8,Estádio São Januário,Raphael Claus,0,24584,Vasco da Gama,Athletico-PR,Ramon Menezes,Eduardo Barros,4,9,16130000,9330000,26.1,25.3,1,0,1,0,3,2,7,16,15,5,4,1,2,1,8,14,5,4
2020,2020-09-11,9,Estádio São Januário,Héber Lopes,0,24584,Vasco da Gama,Atlético-GO,Ramon Menezes,Vágner Mancini,4,18,20250000,8550000,26.9,24.9,1,2,0,0,1,4,15,23,23,13,5,4,0,1,9,13,2,4
2020,2020-09-27,12,Estádio São Januário,Rodolpho Toski Marques,0,24584,Vasco da Gama,RB Bragantino,Ramon Menezes,Maurício Barbieri,6,18,20000000,16680000,25.5,27.3,1,1,0,0,2,5,9,16,16,7,2,0,4,1,10,12,4,6
2020,2020-10-10,15,Estádio São Januário,Flavio Rodrigues de Souza,0,24584,Vasco da Gama,Flamengo,Alexandre Grasseli,Domènec Torrent,11,2,22150000,52200000,26.4,26.6,1,2,1,0,5,5,14,25,24,13,1,3,3,2,13,8,6,2
2020,2020-11-19,16,Estádio São Januário,Jean Pierre Goncalves Lima,0,24584,Vasco da Gama,Fortaleza,Ricardo Sá Pinto,Rogério Ceni,11,8,22200000,7300000,27.8,30.0,0,0,0,0,4,11,11,20,17,10,5,5,1,1,11,18,4,6
2020,2020-11-08,20,Estádio São Januário,Anderson Daronco,0,24584,Vasco da Gama,Palmeiras,Ricardo Sá Pinto,Abel Ferreira,15,8,25050000,62950000,27.6,27.1,0,1,0,0,0,4,17,19,19,16,2,3,0,1,9,8,5,2
2020,2020-12-20,26,Estádio São Januário,Ricardo Marques Ribeiro,0,24584,Vasco da Gama,Santos FC,Ricardo Sá Pinto,Cuca,17,8,11400000,22550000,28.0,24.1,1,0,1,0,1,2,26,15,14,25,5,1,0,1,4,19,1,9
2020,2021-01-10,29,Estádio São Januário,Raphael Claus,0,24584,Vasco da Gama,Botafogo,Vanderlei Luxemburgo,Eduardo Barroca,16,19,22100000,7500000,27.3,24.8,3,0,1,0,6,3,11,13,13,9,4,3,0,4,18,12,4,5
2020,2021-01-24,32,Estádio São Januário,Vinicius Gonçalves Dias Araujo,0,24584,Vasco da Gama,Atlético-MG,Vanderlei Luxemburgo,Jorge Sampaoli,16,3,25150000,30100000,28.3,26.9,3,2,2,0,2,9,15,11,10,13,2,0,0,0,6,17,2,9
2020,2021-01-31,33,Estádio São Januário,Wilton Sampaio,0,24584,Vasco da Gama,EC Bahia,Vanderlei Luxemburgo,Dado Cavalcanti,14,16,25150000,9050000,28.3,27.7,0,0,0,0,6,6,15,16,15,13,2,5,0,1,8,9,3,5
2020,2020-09-04,7,Arena do Grêmio,Dyorgines Jose Padovani,0,60540,Grêmio,Sport Recife,Renato Gaúcho,Jair Ventura,7,19,38500000,6130000,30.9,27.5,1,2,0,1,11,1,10,11,11,10,1,6,1,1,28,5,15,2
2020,2020-09-13,10,Arena do Grêmio,Igor Junior Benevenuto,0,60540,Grêmio,Fortaleza,Renato Gaúcho,Rogério Ceni,8,10,19300000,7300000,30.8,30.2,1,1,0,1,6,2,11,13,12,9,1,2,2,0,14,3,4,0
2020,2020-10-15,16,Arena do Grêmio,Luiz Flávio de Oliveira,0,60540,Grêmio,Botafogo,Renato Gaúcho,Bruno Lazaroni,10,15,45400000,8900000,30.3,25.4,3,1,1,1,1,4,11,13,13,11,2,1,1,0,10,16,5,11
2020,2020-11-14,21,Arena do Grêmio,Jose Mendonça,0,60540,Grêmio,Ceará SC,Renato Gaúcho,Guto Ferreira,5,12,49800000,7100000,27.7,30.0,4,2,3,1,3,4,8,14,14,8,1,3,1,0,16,11,5,6
2020,2021-01-20,31,Arena do Grêmio,Raphael Claus,0,60540,Grêmio,Atlético-MG,Renato Gaúcho,Jorge Sampaoli,6,2,37850000,30300000,28.7,27.7,1,1,0,1,3,1,11,7,7,8,3,2,1,2,8,10,3,4
2020,2021-02-03,34,Arena do Grêmio,Wilton Sampaio,0,60540,Grêmio,Santos FC,Renato Gaúcho,Cuca,7,8,57100000,24250000,28.5,25.2,3,3,1,1,5,3,12,20,19,10,2,3,1,0,17,9,9,0
2020,2020-10-01,1,Estádio Olímpico Nilton Santos,Savio Pereira Sampaio,0,46931,Botafogo,EC Bahia,Paulo Autuori,Mano Menezes,15,4,8900000,13030000,26.6,29.1,1,2,0,1,8,5,18,14,14,14,2,1,0,1,15,12,8,7
2020,2020-09-14,10,Estádio Olímpico Nilton Santos,Wilton Sampaio,0,46931,Botafogo,Vasco da Gama,Paulo Autuori,Ramon Menezes,17,6,9000000,22750000,26.5,27.7,2,3,0,1,5,4,18,8,8,18,3,7,0,2,25,14,12,5
2020,2020-10-04,13,Estádio Olímpico Nilton Santos,Anderson Daronco,0,46931,Botafogo,Fluminense,Bruno Lazaroni,Odair Hellmann,19,7,9700000,11600000,26.6,29.7,1,1,0,1,7,4,20,22,21,20,5,5,0,1,17,8,9,3
2020,2020-10-31,19,Estádio Olímpico Nilton Santos,Diego Pombo Lopez,0,46931,Botafogo,Ceará SC,Flávio Tenius,Guto Ferreira,18,10,7580000,6900000,25.8,29.5,2,2,2,1,4,2,17,19,18,15,2,5,1,0,12,10,4,5
2020,2020-11-17,21,Estádio Olímpico Nilton Santos,Rodolpho Toski Marques,0,46931,Botafogo,RB Bragantino,Emiliano Ramón Díaz,Maurício Barbieri,19,18,8450000,15230000,27.0,25.7,1,2,1,1,7,3,16,18,17,15,2,2,2,0,12,11,8,5
2020,2020-12-27,27,Estádio Olímpico Nilton Santos,Héber Lopes,0,46931,Botafogo,Corinthians,Eduardo Barroca,Vágner Mancini,18,9,8180000,28800000,27.1,30.2,0,2,0,1,2,7,19,20,19,19,4,1,2,2,11,13,9,4
2020,2021-01-06,28,Estádio Olímpico Nilton Santos,Rodrigo D,0,46931,Botafogo,Athletico-PR,Eduardo Barroca,Paulo Autuori,19,11,9150000,21500000,28.0,26.9,0,2,0,1,3,3,14,21,18,13,2,8,4,1,24,8,10,4
2020,2021-02-05,34,Estádio Olímpico Nilton Santos,Luiz Flávio de Oliveira,0,46931,Botafogo,Sport Recife,Eduardo Barroca,Jair Ventura,20,16,5880000,7950000,22.3,27.1,0,1,0,1,10,8,11,19,17,9,1,5,3,0,25,10,10,3
2020,2020-09-11,9,Arena Fonte Nova,Jose Mendonça,0,55000,EC Bahia,Grêmio,Claudio Prates,Renato Gaúcho,7,10,10350000,36600000,27.8,29.4,0,2,0,1,8,4,12,9,9,12,4,6,1,2,17,18,9,9
2020,2020-09-13,10,Estádio Governador Roberto Santos,Vinicius Gomes,0,30000,EC Bahia,Atlético-GO,Mano Menezes,Vágner Mancini,9,16,13150000,8250000,28.8,24.9,0,1,0,1,5,5,16,20,17,13,2,1,5,1,9,12,3,4
2020,2020-10-04,13,Estádio Governador Roberto Santos,Rafael Traci,0,31000,EC Bahia,Sport Recife,Mano Menezes,Jair Ventura,16,9,11980000,8400000,29.3,29.1,1,2,0,1,11,0,15,13,10,14,0,10,2,0,23,5,8,2
